MRR Site Info Code,MRR Site Info Name,MRR Site Info RKM Mask,MRR Site Type Name,MRR Site Subbasin Code,MRR Site Subbasin Name,MRR Site Latitude Value,MRR Site Longitude Value,MRR Site Name,MRR Site Basin Name
LMNDTG,LMN - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNDTG - LMN - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,Lower Snake
LMNDWT,LMN - Release into the Dewatering Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNDWT - LMN - Release into the Dewatering Facility,Lower Snake
LMNFBY,LMN - Release into the Forebay within 0.5 km upstream of Dam,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNFBY - LMN - Release into the Forebay within 0.5 km upstream of Dam,Lower Snake
LMNGAT,LMN - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNGAT - LMN - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,Lower Snake
LMNGWL,LMN - Release into Gatewell(s),522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNGWL - LMN - Release into Gatewell(s),Lower Snake
LMNICE,LMN - Release into the Ice/Trash Sluiceway,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNICE - LMN - Release into the Ice/Trash Sluiceway,Lower Snake
LMNMRT,LMN - Mortality Recovery,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNMRT - LMN - Mortality Recovery,Lower Snake
LMNOFL,LMN - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNOFL - LMN - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,Lower Snake
LMNORI,LMN - Release into Orifice(s),522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNORI - LMN - Release into Orifice(s),Lower Snake
LMNRBR,LMN - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNRBR - LMN - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,Lower Snake
LMNRRR,LMN - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNRRR - LMN - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,Lower Snake
LMNRTR,LMN - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNRTR - LMN - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,Lower Snake
LMNRXR,LMN - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNRXR - LMN - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,Lower Snake
LMNSEP,LMN - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNSEP - LMN - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,Lower Snake
LMNSPL,LMN - Release directly into Spill Bay(s),522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNSPL - LMN - Release directly into Spill Bay(s),Lower Snake
LMNSTS,LMN - Release onto the Submerged Traveling Screen,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNSTS - LMN - Release onto the Submerged Traveling Screen,Lower Snake
LMNTAL,LMN - Release into the Tailrace within 0.5 km downstream of Dam,522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNTAL - LMN - Release into the Tailrace within 0.5 km downstream of Dam,Lower Snake
LMNTRB,LMN - Release into Turbine(s),522.067,Intra-Dam Release Site,17060110,Lower Snake,46.56256438,-118.5382493,LMNTRB - LMN - Release into Turbine(s),Lower Snake
LMONIS,"Lower Monumental Island, Snake River",522.064,Avian Colony,17060110,Lower Snake,46.53982662,-118.5567928,"LMONIS - Lower Monumental Island, Snake River",Lower Snake
LNSANR,Little North Santiam River,163.174.019.044,River,17090005,North Santiam,44.8080535,-122.405619,LNSANR - Little North Santiam River,Willamette
LOCHSA,Lochsa River,522.224.120.037,River,17060303,Lochsa,46.39713279,-115.2090676,LOCHSA - Lochsa River,Clearwater
LOCTRP,Lochsa River Screw Trap at Selway Rd Bridge,522.224.120.037.000,Trap or Weir,17060303,Lochsa,46.142759,-115.598049,LOCTRP - Lochsa River Screw Trap at Selway Rd Bridge,Clearwater
LOGANC,"Logan Creek, Big Creek watershed, MF Salmon River",522.303.319.029.058,River,17060206,Lower Middle Fork Salmon,45.11352437,-115.4015415,"LOGANC - Logan Creek, Big Creek watershed, MF Salmon River",Salmon
LOGCC,"Logging Camp Creek, Klickitat River",290.015,River,17070106,Klickitat,45.78725677,-121.2542409,"LOGCC - Logging Camp Creek, Klickitat River",Middle Columbia
LOLOC,Lolo Creek,522.224.087,River,17060306,Clearwater,46.26806675,-115.815393,LOLOC - Lolo Creek,Clearwater
LOOH,Lookingglass Hatchery,522.271.137.003,Hatchery,17060104,Upper Grande Ronde,45.731538,-117.864406,LOOH - Lookingglass Hatchery,Lower Snake
LOOKGC,Lookingglass Creek,522.271.137,River,17060104,Upper Grande Ronde,45.75719905,-117.9600117,LOOKGC - Lookingglass Creek,Lower Snake
LOONC,Loon Creek,522.303.319.073,River,17060205,Upper Middle Fork Salmon,44.6235991,-114.7601722,LOONC - Loon Creek,Salmon
LOONYC,Loony Creek - tributary to Lost Creek,981.076.022.015,River,17020004,Sanpoil,48.44771003,-118.9887611,LOONYC - Loony Creek - tributary to Lost Creek,Upper Columbia
LOP,"Lookout Point Dam (USACE), MF Willamette River",163.301.032,Dam,17090001,Middle Fork Willamette,43.91476057,-122.7521502,"LOP - Lookout Point Dam (USACE), MF Willamette River",Willamette
LOPTAL,LOP - Release into the Tailrace within 0.5 km downstream of Dam,163.301.032,Intra-Dam Release Site,17090001,Middle Fork Willamette,43.91476057,-122.7521502,LOPTAL - LOP - Release into the Tailrace within 0.5 km downstream of Dam,Willamette
LOSTC,Lost Creek - tributary to West Fork Sanpoil River,981.076.022,River,17020004,Sanpoil,48.44907452,-119.0725078,LOSTC - Lost Creek - tributary to West Fork Sanpoil River,Upper Columbia
LOSTIP,Lostine River Pond,522.271.131.042.021,Acclimation Pond,17060105,Wallowa,45.4206475,-117.4255884,LOSTIP - Lostine River Pond,Lower Snake
LOSTIR,Lostine River,522.271.131.042,River,17060105,Wallowa,45.37281443,-117.4235889,LOSTIR - Lostine River,Lower Snake
LOSTIW,Lostine River Weir,522.271.131.042.001,Trap or Weir,17060105,Wallowa,45.54326637,-117.4845004,LOSTIW - Lostine River Weir,Lower Snake
LOSTR,"Lost River, Methow River Basin",843.122,River,17020008,Methow,48.78223625,-120.3968298,"LOSTR - Lost River, Methow River Basin",Upper Columbia
LOUIEC,Louie Creek - tributary to Sanpoil River,981.034,River,17020004,Sanpoil,48.19010367,-118.6517702,LOUIEC - Louie Creek - tributary to Sanpoil River,Upper Columbia
LOUPLC,"Loup Loup Creek, Okanogan River Basin",858.028,River,17020006,Okanogan,48.37564739,-119.7633124,"LOUPLC - Loup Loup Creek, Okanogan River Basin",Upper Columbia
LSALR,Little Salmon River,522.303.140,River,17060210,Little Salmon,45.11876051,-116.3042253,LSALR - Little Salmon River,Salmon
LSFTRP,Lower SF Salmon River Trap at rkm 61,522.303.215.061,Trap or Weir,17060208,South Fork Salmon,45.01468201,-115.715024,LSFTRP - Lower SF Salmon River Trap at rkm 61,Salmon
LSHEEC,"Little Sheep Creek, tributary to Big Sheep Creek, Imnaha drainage",522.308.032.005,River,17060102,Imnaha,45.38053826,-117.0328802,"LSHEEC - Little Sheep Creek, tributary to Big Sheep Creek, Imnaha drainage",Lower Snake
LSHEEF,Little Sheep Facility,522.308.032.005.008,Acclimation Pond,17060102,Imnaha,45.477819,-116.930252,LSHEEF - Little Sheep Facility,Lower Snake
LTIMBC,"Little Timber Creek, Lemhi River Basin",522.303.416.089.007,River,17060204,Lemhi,44.62977303,-113.421376,"LTIMBC - Little Timber Creek, Lemhi River Basin",Salmon
LUGUAF,"Lukes Gulch Acclimation Facility, SF Clearwater River",522.224.120.014,Acclimation Pond,17060305,South Fork Clearwater,46.03270692,-115.9758998,"LUGUAF - Lukes Gulch Acclimation Facility, SF Clearwater River",Clearwater
LUNION,Lake Union,***,Other,17110012,Lake Washington,47.64159387,-122.3304124,LUNION - Lake Union,Puget Sound
LWBEAR,"Bear Creek, Lake Washington below Redmond Way Bridge",***,Other,17110012,Lake Washington,,,"LWBEAR - Bear Creek, Lake Washington below Redmond Way Bridge",Puget Sound
LWCEDR,"Cedar River, Lake Washington at Logan Street Bridge",***,Other,17110012,Lake Washington,,,"LWCEDR - Cedar River, Lake Washington at Logan Street Bridge",Puget Sound
LWD,"Lowden Diversion Dam II, Walla Walla River",509.051,Dam,17070102,Walla Walla,46.0432544,-118.5258297,"LWD - Lowden Diversion Dam II, Walla Walla River",Middle Columbia
LWDTAL,LWD - Release into the Tailrace within 0.5 km downstream of Dam,509.051,Intra-Dam Release Site,17070102,Walla Walla,46.0432544,-118.5258297,LWDTAL - LWD - Release into the Tailrace within 0.5 km downstream of Dam,Middle Columbia
LWENAT,Little Wenatchee River,754.090.008,River,17020011,Wenatchee,47.86817434,-120.9980639,LWENAT - Little Wenatchee River,Upper Columbia
LWISSQ,"Lake Washington, Issaquah Creek at SE 56th Street Bridge",***,Other,17110012,Lake Washington,,,"LWISSQ - Lake Washington, Issaquah Creek at SE 56th Street Bridge",Puget Sound
LWSALR,Little White Salmon River,261,River,17070105,Middle Columbia-Hood,45.81715824,-121.6557023,LWSALR - Little White Salmon River,Middle Columbia
LWSCCL,Ballard Locks,***,Other,17110012,Lake Washington,,,LWSCCL - Ballard Locks,Puget Sound
LWSCFC,"Ship Canal, Lake Washington at Fremont Cut/Bridge",***,Other,17110012,Lake Washington,,,"LWSCFC - Ship Canal, Lake Washington at Fremont Cut/Bridge",Puget Sound
LWSCMC,"Ship Canal, Lake Washington at Montlake Cut/Bridge",***,Other,17110012,Lake Washington,,,"LWSCMC - Ship Canal, Lake Washington at Montlake Cut/Bridge",Puget Sound
LWSCML,"Ship Canal, Lake Washington at King County/Metro Environmental Lab",***,Other,17110012,Lake Washington,,,"LWSCML - Ship Canal, Lake Washington at King County/Metro Environmental Lab",Puget Sound
LWSH,Little White Salmon National Fish Hatchery,261.002,Hatchery,17070105,Middle Columbia-Hood,45.722739,-121.639754,LWSH - Little White Salmon National Fish Hatchery,Middle Columbia
LYFE,Lyons Ferry Hatchery,522.095,Hatchery,17060110,Lower Snake,46.596918,-118.228727,LYFE - Lyons Ferry Hatchery,Lower Snake
LYLFAT,"Lyle Falls Adult Fish Trap, Klickitat River",290.004,Trap or Weir,17070106,Klickitat,45.71655995,-121.2597174,"LYLFAT - Lyle Falls Adult Fish Trap, Klickitat River",Middle Columbia
MADRVR,Mad River (Entiat River watershed),778.017,River,17020010,Upper Columbia-Entiat,47.82092948,-120.5161779,MADRVR - Mad River (Entiat River watershed),Upper Columbia
MAHOGC,"Mahogany Creek, Imnaha River Basin",522.308.083,River,17060102,Imnaha,45.20020959,-116.8999885,"MAHOGC - Mahogany Creek, Imnaha River Basin",Lower Snake
MANASC,Manastash Creek - tributary to Yakima River,539.253,River,17030001,Upper Yakima,46.97491224,-120.6515726,MANASC - Manastash Creek - tributary to Yakima River,Yakima
MANCRS,"Manchester Research Station, Puget Sound",***,Other,17110019,Puget Sound,47.5708405,-122.5524808,"MANCRS - Manchester Research Station, Puget Sound",Puget Sound
MARI,Marion Forks Fish Hatchery,163.174.019.115.001,Hatchery,17090005,North Santiam,44.612174,-121.94869,MARI - Marion Forks Fish Hatchery,Willamette
MARIOC,"Marion Creek, tributary to North Santiam River",163.174.019.115,River,17090005,North Santiam,44.57552138,-121.9142635,"MARIOC - Marion Creek, tributary to North Santiam River",Willamette
MARION,Marion Drain,539.136,River,17030003,Lower Yakima,46.32457218,-120.4012586,MARION - Marion Drain,Yakima
MARSHC,Marsh Creek,522.303.319.170,River,17060205,Upper Middle Fork Salmon,44.39025653,-115.1632599,MARSHC - Marsh Creek,Salmon
MARTR2,Lower Marsh Creek Trap at rkm 8,522.303.319.170.008,Trap or Weir,17060205,Upper Middle Fork Salmon,44.4084466,-115.1816474,MARTR2 - Lower Marsh Creek Trap at rkm 8,Salmon
MARTRP,Marsh Creek Trap,522.303.319.170.011,Trap or Weir,17060205,Upper Middle Fork Salmon,44.39383164,-115.1673549,MARTRP - Marsh Creek Trap,Salmon
MAVA,Magic Valley Hatchery,*,Hatchery,17040212,Upper Snake-Rock,42.658121,-114.652491,MAVA - Magic Valley Hatchery,Upper Snake
MCCA,McCall Hatchery,*,Hatchery,17050123,North Fork Payette,44.90777465,-116.1164999,MCCA - McCall Hatchery,Middle Snake-Boise
MCCULC,"McCully Creek, tributary to Little Sheep Creek, Imnaha drainage",522.308.032.005.033,River,17060102,Imnaha,45.25184975,-117.146972,"MCCULC - McCully Creek, tributary to Little Sheep Creek, Imnaha drainage",Lower Snake
MCD,Mill Creek Diversion Dam (aka Bennington Dam),509.054.019,Dam,17070102,Walla Walla,46.07984316,-118.2544022,MCD - Mill Creek Diversion Dam (aka Bennington Dam),Middle Columbia
MCDEVC,"McDevitt Creek, Lemhi River Basin",522.303.416.042,River,17060204,Lemhi,44.92332584,-113.7330788,"MCDEVC - McDevitt Creek, Lemhi River Basin",Salmon
MCKA2C,"McKay Creek, Crooked River",328.177.072,River,17070305,Lower Crooked,44.4286178,-120.7906011,"MCKA2C - McKay Creek, Crooked River",Deschutes
MCKAYC,"McKay Creek, Umatilla River",465.082,River,17070103,Umatilla,45.50258752,-118.672137,"MCKAYC - McKay Creek, Umatilla River",Middle Columbia
MCKE,McKenzie Hatchery,163.282.053,Hatchery,17090004,Mckenzie,44.118158,-122.636929,MCKE - McKenzie Hatchery,Willamette
MCKER,McKenzie River,163.282,River,17090004,Mckenzie,44.12638139,-122.4721959,MCKER - McKenzie River,Willamette
MCKESF,South Fork McKenzie River,163.282.090,River,17090004,Mckenzie,43.96719447,-122.1585424,MCKESF - South Fork McKenzie River,Willamette
MCN,McNary Dam,470,Dam,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCN - McNary Dam,Middle Columbia
MCNBPS,MCN - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNBPS - MCN - Release into the PIT-Tag Diversion System between the Diversion Gate and the furthest downstream PIT-Tag Detector,Middle Columbia
MCNBYP,MCN - Release into the Facility Bypass Flume/Pipe,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNBYP - MCN - Release into the Facility Bypass Flume/Pipe,Middle Columbia
MCNCOL,MCN - Release into the Collection Channel upstream of the Dewatering Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNCOL - MCN - Release into the Collection Channel upstream of the Dewatering Facility,Middle Columbia
MCNDTG,MCN - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNDTG - MCN - Release into the Collection Flume/Pipe between the Dewatering Facility and the Collection/Bypass Gate,Middle Columbia
MCNDWT,MCN - Release into the Dewatering Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNDWT - MCN - Release into the Dewatering Facility,Middle Columbia
MCNFBY,MCN - Release into the Forebay within 0.5 km upstream of Dam,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNFBY - MCN - Release into the Forebay within 0.5 km upstream of Dam,Middle Columbia
MCNGAT,MCN - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNGAT - MCN - Release into Flume between Separator Exit and the Primary PIT-Tag Diversion Gate,Middle Columbia
MCNGWL,MCN - Release into Gatewell(s),470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNGWL - MCN - Release into Gatewell(s),Middle Columbia
MCNICE,MCN - Release into the Ice/Trash Sluiceway,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNICE - MCN - Release into the Ice/Trash Sluiceway,Middle Columbia
MCNLD1,MCN - Release into the Left Bank (Oregon) Adult Fish Ladder,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNLD1 - MCN - Release into the Left Bank (Oregon) Adult Fish Ladder,Middle Columbia
MCNMRT,MCN - Mortality Recovery,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNMRT - MCN - Mortality Recovery,Middle Columbia
MCNOFL,MCN - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNOFL - MCN - Release into the PIT-Tag Diversion System downstream of the Last PIT-Tag Detector,Middle Columbia
MCNORI,MCN - Release into Orifice(s),470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNORI - MCN - Release into Orifice(s),Middle Columbia
MCNRBR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNRBR - MCN - Release below the PIT-Tag Diversion System Gate with subsequent Barge Transportation from the Facility,Middle Columbia
MCNRRR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNRRR - MCN - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility,Middle Columbia
MCNRTR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNRTR - MCN - Release below the PIT-Tag Diversion System Gate with subsequent Truck Transportation from the Facility,Middle Columbia
MCNRXR,MCN - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNRXR - MCN - Release below the PIT-Tag Diversion System Gate with subsequent Transportation from the Facility,Middle Columbia
MCNSEP,MCN - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNSEP - MCN - Release into the Flume downsteam of the Collection/Bypass Gate or into the Separator,Middle Columbia
MCNSPL,MCN - Release directly into Spill Bay(s),470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNSPL - MCN - Release directly into Spill Bay(s),Middle Columbia
MCNSRR,MCN - Release into the Separator Return Flume/Pipe with Direct Return to the River,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNSRR - MCN - Release into the Separator Return Flume/Pipe with Direct Return to the River,Middle Columbia
MCNSTS,MCN - Release onto the Submerged Traveling Screen,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNSTS - MCN - Release onto the Submerged Traveling Screen,Middle Columbia
MCNTAL,MCN - Release into the Tailrace within 0.5 km downstream of Dam,470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNTAL - MCN - Release into the Tailrace within 0.5 km downstream of Dam,Middle Columbia
MCNTRB,MCN - Release into Turbine(s),470,Intra-Dam Release Site,17070101,Middle Columbia-Lake Wallula,45.93630888,-119.2978638,MCNTRB - MCN - Release into Turbine(s),Middle Columbia
MDSH,Marion Drain Sturgeon Hatchery,*,Hatchery,17030003,Lower Yakima,46.3349,-120.4747,MDSH - Marion Drain Sturgeon Hatchery,Yakima
MDVAP,"Mid-Valley Acclimation Pond, Methow River Watershed",843.088,Acclimation Pond,17020008,Methow,48.504212,-120.25614,"MDVAP - Mid-Valley Acclimation Pond, Methow River Watershed",Upper Columbia
MEACHC,"Meacham Creek, Umatilla River",465.127,River,17070103,Umatilla,45.483181,-118.2744206,"MEACHC - Meacham Creek, Umatilla River",Middle Columbia
MEACHE,East Fork Meacham Creek,465.127.031,River,17070103,Umatilla,45.47463311,-118.2279993,MEACHE - East Fork Meacham Creek,Middle Columbia
MEACHN,North Fork Meacham Creek,465.127.024,River,17070103,Umatilla,45.56196941,-118.1943372,MEACHN - North Fork Meacham Creek,Middle Columbia
MEAD2C,"Meadow Creek, South Fork Clearwater",522.224.120.053,River,17060305,South Fork Clearwater,45.90576947,-115.8885612,"MEAD2C - Meadow Creek, South Fork Clearwater",Clearwater
MEADOC,"Meadow Creek, Selway River",522.224.120.037.031,River,17060302,Lower Selway,45.8818503,-115.116841,"MEADOC - Meadow Creek, Selway River",Clearwater
MERH,Merwin Hatchery (WDFW),*,Hatchery,17080002,Lewis,45.954945,-122.56475,MERH - Merwin Hatchery (WDFW),Lower Columbia
METH,Methow Hatchery,843.085,Hatchery,17020008,Methow,48.47674699,-120.204967,METH - Methow Hatchery,Upper Columbia
METHR,Methow River,843,River,17020008,Methow,48.35359525,-120.1092355,METHR - Methow River,Upper Columbia
METOLR,Metolius River,328.177,River,17070301,Upper Deschutes,44.66706677,-121.5791598,METOLR - Metolius River,Deschutes
METRO,King County/Metro Environmental Lab,***,Other,17110012,Lake Washington,,,METRO - King County/Metro Environmental Lab,Puget Sound
METTRP,Methow Smolt Trap at McFarland Creek Road Bridge,843.03,Trap or Weir,17020008,Methow,48.15108488,-120.0565842,METTRP - Methow Smolt Trap at McFarland Creek Road Bridge,Upper Columbia
MFD,Mayfield Dam,111.085,Dam,17080005,Lower Cowlitz,46.503113,-122.58822,MFD - Mayfield Dam,Lower Columbia
MFDFTF,Mayfield Dam Entrance to Counting House Raceways,111.085,Intra-Dam Release Site,17080005,Lower Cowlitz,46.503113,-122.58822,MFDFTF - Mayfield Dam Entrance to Counting House Raceways,Lower Columbia
MFDLBN,Mayfield Dam North Louver Bay,111.085,Intra-Dam Release Site,17080005,Lower Cowlitz,46.503113,-122.58822,MFDLBN - Mayfield Dam North Louver Bay,Lower Columbia
MFDLBS,Mayfield Dam South Louver Bay,111.085,Intra-Dam Release Site,17080005,Lower Cowlitz,46.503113,-122.58822,MFDLBS - Mayfield Dam South Louver Bay,Lower Columbia
MFDSEP,Mayfield Dam Secondary Separator Downwell,111.085,Intra-Dam Release Site,17080005,Lower Cowlitz,46.503113,-122.58822,MFDSEP - Mayfield Dam Secondary Separator Downwell,Lower Columbia
MILL2C,"Mill Creek, SF Clearwater River",522.224.120.052,River,17060305,South Fork Clearwater,45.91755108,-116.0510484,"MILL2C - Mill Creek, SF Clearwater River",Clearwater
MILL3C,"Mill Creek, Columbia River at The Dalles, OR",304,River,17070105,Middle Columbia-Hood,45.573559,-121.238811,"MILL3C - Mill Creek, Columbia River at The Dalles, OR",Middle Columbia
MILL4C,"Mill Creek, Lower Columbia River, Washington",87,River,17080003,Lower Columbia-Clatskanie,46.24196546,-123.2550373,"MILL4C - Mill Creek, Lower Columbia River, Washington",Lower Columbia
MILL5C,"Mill Creek, Lemhi River Basin",522.303.416.066,River,17060204,Lemhi,44.70991067,-113.5943462,"MILL5C - Mill Creek, Lemhi River Basin",Salmon
MILLC,"Mill Creek, Walla Walla River",509.054,River,17070102,Walla Walla,46.06678322,-118.1599711,"MILLC - Mill Creek, Walla Walla River",Middle Columbia
MINAMR,Minam River,522.271.131.016,River,17060105,Wallowa,45.33887738,-117.6001786,MINAMR - Minam River,Lower Snake
MINKC,Mink Creek,522.224.120.037.051,River,17060302,Lower Selway,46.04778614,-115.085498,MINKC - Mink Creek,Clearwater
MINP,Minthorn Acclimation Pond,465.109,Acclimation Pond,17070103,Umatilla,45.66925065,-118.6201537,MINP - Minthorn Acclimation Pond,Middle Columbia
MIS2EF,"East Fork Mission Creek, Wenatchee Basin",754.017.017,River,17020011,Wenatchee,47.35754751,-120.4523437,"MIS2EF - East Fork Mission Creek, Wenatchee Basin",Upper Columbia
MISS2C,"Mission Creek, Wenatchee River",754.017,River,17020011,Wenatchee,47.40993775,-120.5096483,"MISS2C - Mission Creek, Wenatchee River",Upper Columbia
MISSC,Mission Creek,522.224.019.016,River,17060306,Clearwater,46.22683464,-116.7021208,MISSC - Mission Creek,Clearwater
MISSNC,"Mission Creek, Umatilla River",465.098,River,17070103,Umatilla,45.62621665,-118.616137,"MISSNC - Mission Creek, Umatilla River",Middle Columbia
MLAK2C,"Middle Fork Lake Creek, Metolius River watershed",328.177.061.003,River,17070301,Upper Deschutes,44.44025227,-121.6812198,"MLAK2C - Middle Fork Lake Creek, Metolius River watershed",Deschutes
MLRSNI,"Miller Sands Island, Columbia River Estuary",38,Avian Colony,17080006,Lower Columbia,46.246187,-123.650665,"MLRSNI - Miller Sands Island, Columbia River Estuary",Lower Columbia
MOLALR,Molalla River,163.057,River,17090009,Molalla-Pudding,45.09257425,-122.5060238,MOLALR - Molalla River,Willamette
MONCWF,"West Fork Monumental Creek, Big Creek watershed, MF Salmon River",522.303.319.029.038.024,River,17060206,Lower Middle Fork Salmon,45.01155836,-115.2146803,"MONCWF - West Fork Monumental Creek, Big Creek watershed, MF Salmon River",Salmon
MONT,Montlake Hatchery,*,Hatchery,17110012,Lake Washington,47.644913,-122.308123,MONT - Montlake Hatchery,Puget Sound
MONUMC,"Monumental Creek, Big Creek watershed, MF Salmon River",522.303.319.029.038,River,17060206,Lower Middle Fork Salmon,45.02468734,-115.1136799,"MONUMC - Monumental Creek, Big Creek watershed, MF Salmon River",Salmon
MOONSC,"Moonshine Creek, Umatilla River",465.108,River,17070103,Umatilla,45.63542496,-118.5545724,"MOONSC - Moonshine Creek, Umatilla River",Middle Columbia
MOOS2C,Moose Creek (Selway River),522.224.120.037.065,River,17060302,Lower Selway,46.14217768,-114.9126834,MOOS2C - Moose Creek (Selway River),Clearwater
MOOS2N,"North Fork Moose Creek, Selway River",522.224.120.037.065.006,River,17060302,Lower Selway,46.26494224,-114.9404117,"MOOS2N - North Fork Moose Creek, Selway River",Clearwater
MOOS3C,"Moose Creek, Potlatch River watershed",522.224.024.076,River,17060306,Clearwater,46.87962806,-116.4503946,"MOOS3C - Moose Creek, Potlatch River watershed",Clearwater
MOOSEC,Moose Creek,522.303.282.031,River,17060207,Middle Salmon-Chamberlain,45.32124277,-115.2795686,MOOSEC - Moose Creek,Salmon
MOSESC,Moses Creek - tributary to South Fork Haden Creek,981.076.022.019.003.000,River,17020004,Sanpoil,48.40403527,-119.106325,MOSESC - Moses Creek - tributary to South Fork Haden Creek,Upper Columbia
